Protein	Gene	Description	Group	Peptides	Collapsed	ChrI-TEF1-SRPrec-32	ChrI-ADH1-SRP-3	ChrI-CYC1-SRP-6	ChrI-TEF1-SRP-15	ChrI-SRPrec-2cAlpha	HO-SRPrec-1aAlpha	ChrI-ADH1-SRP-1aAlpha	ChrI-TEF1-SRP-1aAlpha	WT MATa	Bridge
sp|P32445|RIM1_YEAST	RIM1	"Single-stranded DNA-binding protein RIM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM1 PE=1 SV=1"	1560	2	C	84.42774742	93.24195632	102.3520773	109.4665441	103.2122706	93.74224229	93.95110509	117.2127781	89.66899191	111.9592495
sp|P36007|SRY1_YEAST	SRY1	Threo-3-hydroxyaspartate ammonia-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRY1 PE=1 SV=1	1561	3	C	97.54500875	86.90355532	90.56185299	106.4235401	105.5880984	105.8482795	124.8696138	99.8245003	54.07803988	91.01830182
sp|P32486|KRE6_YEAST	KRE6	Beta-glucan synthesis-associated protein KRE6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KRE6 PE=1 SV=2	1562	5	C	423.4789839	441.0296041	421.2745931	412.1582061	419.9118774	373.8315375	371.1315044	397.0315424	454.275405	431.0050911
sp|P47044|YJF5_YEAST	YJL055W	LOG family protein YJL055W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL055W PE=1 SV=1	1564	3	C	148.5969353	161.7573511	152.7655193	142.2137162	150.6670782	149.7505043	171.8136652	157.7955577	118.5738534	152.3651176
sp|P05748|RL15A_YEAST	RPL15A	60S ribosomal protein L15-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL15A PE=1 SV=3	1565	5	C	577.9616412	633.0300356	590.5800528	561.713379	535.2434181	539.5592184	548.4551861	617.3271106	622.2932567	570.9821224
sp|P38272|SHE3_YEAST	SHE3	SWI5-dependent HO expression protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHE3 PE=1 SV=1	1566	3	C	171.2518962	200.6636772	173.7579432	187.1221011	188.220643	210.9047023	201.3163312	164.138663	176.0725467	166.4048222
sp|P38153|AP3M_YEAST	APM3	AP-3 complex subunit mu OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APM3 PE=1 SV=2	1567	2	C	96.70721526	78.21091706	98.42780708	83.83936669	90.87384424	81.53704279	84.70002081	89.19727601	104.6013927	80.02024872
sp|P38784|VMA22_YEAST	VMA22	Vacuolar ATPase assembly protein VMA22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA22 PE=1 SV=1	1568	3	C	182.700255	169.9357701	200.7350493	180.261034	183.5219143	169.9392464	212.1068209	222.4219501	169.9011839	189.0136011
sp|Q02950|RT51_YEAST	MRP51	"37S ribosomal protein MRP51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRP51 PE=1 SV=1"	1569	2	C	349.4523535	368.5136827	367.9758937	356.6996376	385.997524	337.8550879	476.649151	361.2590712	549.9479381	459.7206865
sp|O14468|YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR304C-A PE=1 SV=1	1570	1	C	25.43460813	22.91997639	22.69055243	24.44355711	24.59354197	30.88714847	25.41747861	21.11088776	27.17167366	22.57085424
sp|P53633|PRA1_YEAST	YIP3	Prenylated Rab acceptor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIP3 PE=1 SV=2	1572	4	C	749.5522198	834.753261	803.6827783	798.4305369	778.5687596	789.4255362	740.1316746	828.3939411	587.6235338	781.9256513
sp|P53301|CRH1_YEAST	CRH1	Probable glycosidase CRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRH1 PE=1 SV=1	1573	6	C	823.2312551	783.0909445	720.6678298	589.097886	689.8731496	590.2658504	486.2030371	736.0272749	581.1344286	661.0408359
sp|P38820|UBA4_YEAST	UBA4	Adenylyltransferase and sulfurtransferase UBA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBA4 PE=1 SV=1	1575	1	C	50.46959323	45.19897159	44.5840813	54.08256245	47.31268912	48.57181106	47.61773662	54.33986983	54.93109616	49.77847075
sp|Q99383|HRP1_YEAST	HRP1	Nuclear polyadenylated RNA-binding protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRP1 PE=1 SV=1	1578	5	C	422.3392728	400.2193235	359.8835625	396.9661716	350.9579848	375.0744128	410.683284	377.5421109	421.2480971	372.5376095
sp|P18239|ADT2_YEAST	PET9	"ADP,ATP carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PET9 PE=1 SV=2"	1579	19	C	2197.971268	2363.23685	2215.233135	2249.660003	2180.253241	2279.661767	2254.066587	2324.063343	2241.150475	2226.631932
sp|P25605|ILV6_YEAST	ILV6	"Acetolactate synthase small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV6 PE=1 SV=2"	1580	10	C	756.5843375	871.6152348	904.5026568	910.9393953	915.89827	969.8113189	916.2871273	925.6620979	642.5884927	822.0944903
sp|P38841|YHT8_YEAST	YHR138C	Uncharacterized protein YHR138C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR138C PE=1 SV=1	1581	1	C	200.0944967	145.34496	167.4910402	125.335721	177.0913013	132.4861745	108.1842563	146.8813319	121.5215481	135.5882014
sp|Q12355|PST1_YEAST	PST1	Cell wall mannoprotein PST1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PST1 PE=1 SV=1	1582	2	C	102.9943429	124.5802399	267.6644129	139.5934092	118.3189676	79.99771041	142.1547144	128.9752741	255.734145	155.9698554
sp|Q08920|NCBP2_YEAST	CBC2	Nuclear cap-binding protein subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBC2 PE=1 SV=1	1584	1	C	101.7306339	99.49914886	102.5262136	117.3506801	103.4906267	111.708431	119.1486128	114.4331044	130.0178007	117.1814735
sp|Q07395|SYO1_YEAST	SYO1	Synchronized import protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYO1 PE=1 SV=1	1585	1	C	54.81408722	61.04987286	65.24164318	56.61299754	55.46842365	60.42649297	52.48698539	59.21264817	86.58480225	63.93403523
sp|P39994|YEC0_YEAST	YEL020C	Putative 2-hydroxyacyl-CoA lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YEL020C PE=1 SV=1	1586	1	C	54.82389119	51.63878216	61.98939872	57.59561268	55.25554007	49.35110515	50.00918733	51.78496791	108.5336413	63.88918933
sp|Q05515|SVF1_YEAST	SVF1	Survival factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SVF1 PE=1 SV=1	1587	5	C	359.8278465	416.9660429	464.9437586	447.8874715	397.6502536	443.3089836	448.9955297	366.0284136	566.5205161	416.0940677
sp|P09457|ATPO_YEAST	ATP5	"ATP synthase subunit 5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP5 PE=1 SV=1"	1588	8	C	1139.922764	1143.675692	1200.609322	1121.926977	1196.156756	1065.103912	1090.672655	1103.970634	1400.587586	1151.28802
sp|P38985|SRP14_YEAST	SRP14	Signal recognition particle subunit SRP14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP14 PE=1 SV=1	1589	1	C	41.97111413	93.48952091	44.91724196	66.15057035	43.7971697	45.4304362	103.4087784	67.29746453	50.52081682	51.55817967
sp|P28273|OPLA_YEAST	OXP1	5-oxoprolinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OXP1 PE=1 SV=2	1590	3	C	170.7271611	183.6987857	169.2093846	197.7251505	201.0260019	178.0122719	193.2637561	184.7585608	219.1288787	190.8169181
sp|Q06580|MLC2_YEAST	MLC2	Myosin light chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MLC2 PE=1 SV=1	1591	2	C	82.91047222	82.57031641	101.2492145	102.7059221	86.92991133	86.09160901	101.8840246	89.90054379	91.1995257	83.68149424
sp|P20449|DBP5_YEAST	DBP5	ATP-dependent RNA helicase DBP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP5 PE=1 SV=2	1592	10	C	1051.679268	1167.411995	1227.430306	1262.930525	1187.472831	1175.531368	1309.139291	1169.295008	1671.489082	1262.189171
sp|P35723|YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YET1 PE=1 SV=2	1593	2	C	111.5412848	139.8149063	128.5876032	127.866386	153.7270346	130.0920694	145.9592729	129.867874	166.9363341	133.3639208
sp|P40580|BZRD_YEAST	IRC24	Benzil reductase ((S)-benzoin forming) IRC24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRC24 PE=1 SV=1	1595	2	C	247.0521532	231.9117628	252.6556705	231.1467069	243.1910642	249.0929962	243.2817345	236.0632307	248.6341688	231.4503341
sp|Q99288|DET1_YEAST	DET1	Broad-range acid phosphatase DET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DET1 PE=1 SV=1	1596	2	C	188.4210922	179.4171607	181.3278657	185.7062159	192.257786	193.0781439	178.1236646	198.1163237	223.0394969	200.7247324
sp|P36041|EAP1_YEAST	EAP1	Protein EAP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EAP1 PE=1 SV=1	1597	1	C	36.59063056	36.69026443	43.98120963	44.62153019	39.76825978	33.56051439	63.50682308	46.44714865	78.40927554	46.60948717
sp|P05756|RS13_YEAST	RPS13	40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS13 PE=1 SV=3	1598	8	C	1879.843701	2047.2309	2053.076268	1954.829492	1880.550016	2102.570067	1996.792478	2237.410277	2933.358992	2134.228527
sp|P0CX79|ASP24_YEAST	ASP3-4	L-asparaginase 2-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASP3-4 PE=1 SV=1	1600	6	C	790.147325	739.459579	735.4714117	1044.005022	930.9638016	965.0035438	992.3011312	924.4199064	32.59619269	790.8388917
sp|Q12463|TRM11_YEAST	TRM11	tRNA (guanine(10)-N2)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM11 PE=1 SV=1	1601	2	C	57.47842649	54.89378687	63.23437275	91.89796006	83.87495357	79.46287247	64.63764139	86.39501701	82.90391325	91.37744824
sp|Q86ZR7|YKD3A_YEAST	YKL033W-A	Putative uncharacterized hydrolase YKL033W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL033W-A PE=3 SV=2	1602	3	C	438.6094005	469.878808	438.8093118	516.4176944	458.4592911	508.1135483	576.3090473	469.3237218	651.8597085	480.8949655
sp|P34217|PIN4_YEAST	PIN4	RNA-binding protein PIN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIN4 PE=1 SV=1	1603	2	C	82.23756362	94.42402422	112.7862407	116.488737	93.31014585	102.7880468	152.9940431	93.95856947	190.0450074	114.7040459
sp|P39742|SEC72_YEAST	SEC72	Translocation protein SEC72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC72 PE=1 SV=3	1604	3	C	251.2411206	248.6615124	233.1734282	230.968572	235.0422885	249.7808509	241.8292625	248.3926417	277.8821324	246.2542204
sp|P38225|FAT1_YEAST	FAT1	Very long-chain fatty acid transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAT1 PE=1 SV=2	1605	2	C	260.7052904	255.7480615	222.2799054	243.2736718	266.1632801	234.109502	225.5023832	241.4837025	212.1467506	235.643852
sp|P40159|YNU8_YEAST	YNL208W	Uncharacterized protein YNL208W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL208W PE=1 SV=2	1607	2	C	758.6364859	761.6706985	776.3213715	674.2360285	736.7320399	669.4257785	792.6873276	722.1228996	510.76866	661.0389396
##sp|Q03690|CLU_YEAST	##CLU1	####Clustered mitochondria protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLU1 PE=1 SV=1	1609	1	C	64.22377815	63.19240249	68.04293483	56.87089092	69.24763668	71.18688863	70.119722	52.66555432	47.50994658	61.5773976
sp|P50861|RIB4_YEAST	RIB4	"6,7-dimethyl-8-ribityllumazine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB4 PE=1 SV=2"	1610	3	C	399.7600698	262.7073436	251.8820653	259.6184115	344.073573	290.7318906	269.4789766	284.5423355	184.5479149	270.5923633
sp|P53550|DCP2_YEAST	DCP2	mRNA-decapping enzyme subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DCP2 PE=1 SV=1	1612	3	C	257.9858038	284.2326354	270.0993179	289.4634787	284.1789939	286.4472147	286.9643171	278.2040355	313.5617689	276.6508258
sp|Q12522|IF6_YEAST	TIF6	Eukaryotic translation initiation factor 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF6 PE=1 SV=1	1614	4	C	311.6491505	314.4918767	313.9796486	342.3534567	301.6840616	279.8281576	287.2378155	330.6307623	538.6099049	359.1407276
sp|P53108|YIP5_YEAST	YIP5	Protein YIP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIP5 PE=1 SV=1	1615	1	C	41.04241114	32.07542206	26.14995897	30.67563558	32.60607995	32.199427	28.83005523	31.0544262	24.99200559	36.01305609
sp|P25332|RBSK_YEAST	RBK1	Probable ribokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RBK1 PE=1 SV=2	1616	1	C	52.04034461	47.97238186	54.67998004	49.53173272	69.58872086	42.32623432	47.31815816	58.96925553	48.03228226	52.87008805
sp|Q02896|YDC1_YEAST	YDC1	Alkaline ceramidase YDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDC1 PE=1 SV=1	1617	2	C	87.95617262	70.97518279	83.27164934	76.11244902	82.36457791	82.15518529	63.55566208	80.89898052	48.40686026	66.94601077
sp|P48837|NUP57_YEAST	NUP57	Nucleoporin NUP57 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP57 PE=1 SV=1	1618	1	C	96.21501159	107.1719341	100.9920132	111.2499618	90.62832244	114.400126	99.78101709	109.0863952	107.8921895	104.1818523
sp|P50278|SOL1_YEAST	SOL1	6-phosphogluconolactonase-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL1 PE=1 SV=1	1620	3	C	297.8690074	295.1048723	278.6690226	292.7135788	317.4984103	299.8130146	276.7491509	295.563481	239.3443061	308.58812
sp|P37262|SOL2_YEAST	SOL2	6-phosphogluconolactonase-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL2 PE=1 SV=2	1620	2	C	245.3531704	241.3739623	252.3424254	247.3029684	268.8174639	249.6068278	225.8432794	251.3359387	209.0819537	237.0148281
sp|P38628|AGM1_YEAST	PCM1	Phosphoacetylglucosamine mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCM1 PE=1 SV=2	1621	7	C	498.3255823	445.2667868	433.6372653	456.5482758	497.9299843	441.7180621	388.3716731	398.6029026	468.1054038	439.6007126
sp|P0CX52|RS16B_YEAST	RPS16B	40S ribosomal protein S16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS16B PE=1 SV=1	1622	6	C	565.9606951	633.8875727	678.9732091	626.6923963	558.5616188	616.0501053	611.0755813	638.7543127	825.8542498	700.0548694
sp|P03879|MBI4_YEAST	BI4	Intron-encoded RNA maturase bI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BI4 PE=1 SV=2	1623	1	C	30.34149329	27.22745889	25.25676016	25.49363365	27.22420276	23.68053159	27.12547628	30.16747266	37.15258877	28.36630932
##sp|P16370|RPB3_YEAST	##RPB3	####DNA-directed RNA polymerase II subunit RPB3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB3 PE=1 SV=2	1624	1	C	21.22324755	23.41439854	29.19534159	28.07601519	27.56891341	32.81932003	29.27917872	23.2113206	26.85475173	23.20229963
sp|P40518|ARPC5_YEAST	ARC15	Actin-related protein 2/3 complex subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC15 PE=1 SV=1	1625	4	C	412.849479	395.037739	377.9577032	386.5159734	407.2358953	374.3597852	432.8229816	393.9729162	397.017629	379.6721839
sp|Q08193|GAS5_YEAST	GAS5	"1,3-beta-glucanosyltransferase GAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS5 PE=1 SV=1"	1627	4	C	371.8009404	396.295258	363.4273351	433.2505284	384.0284489	385.6640804	407.3339051	411.9822897	321.1316458	378.4149818
sp|P38961|RRP8_YEAST	RRP8	25S rRNA (adenine(645)-N(1))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP8 PE=1 SV=2	1628	3	C	217.5221609	236.1792471	217.0097822	258.4369748	221.1078234	232.2261393	250.9768081	262.3234466	383.5068644	267.2218102
sp|P41948|MEP2_YEAST	MEP2	Ammonium transporter MEP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEP2 PE=1 SV=1	1629	6	C	549.6382053	639.2691482	635.2570068	660.4771181	535.9108845	670.2979535	649.2862418	710.8674916	109.9254424	556.1241935
sp|P25039|EFGM_YEAST	MEF1	"Elongation factor G, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEF1 PE=1 SV=2"	1630	1	C	26.22249052	18.83692822	28.28522955	22.20974536	23.47580517	23.92715016	20.8748651	20.18489049	31.27092347	22.99854946
sp|P32774|T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOA2 PE=1 SV=1	1631	1	C	62.07247599	64.61355052	60.16357025	52.12215906	58.11800089	58.60676712	62.80197856	65.83458585	68.50115775	57.59256003
sp|P40204|RUXG_YEAST	SMX2	Small nuclear ribonucleoprotein G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMX2 PE=1 SV=1	1633	2	C	166.9927412	155.1152264	166.0819377	179.7358233	162.1796495	187.4764527	177.7231848	162.2285233	181.1012303	152.2883202
sp|P21734|UBC1_YEAST	UBC1	Ubiquitin-conjugating enzyme E2 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBC1 PE=1 SV=1	1634	4	C	422.2635148	431.2169154	399.1602915	414.5498109	428.4144789	397.8312831	402.9510928	431.7636482	353.6763731	398.1547611
sp|P24279|MCM3_YEAST	MCM3	DNA replication licensing factor MCM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCM3 PE=1 SV=1	1635	6	C	398.9857793	412.9823842	408.2423971	439.3622796	453.4714249	380.6009342	370.0472785	410.2475465	369.9804365	388.7883211
sp|P08067|UCRI_YEAST	RIP1	"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIP1 PE=1 SV=1"	1636	2	C	339.1648733	331.8577602	315.795069	304.6152892	349.3574375	346.1083148	358.6189514	310.1105762	418.4286928	340.198314
sp|P53337|ERV29_YEAST	ERV29	ER-derived vesicles protein ERV29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV29 PE=1 SV=1	1637	3	C	272.7519141	294.0736057	248.3993405	259.4069481	296.5776001	279.8992084	282.0491597	294.8979355	252.5447871	281.0936983
sp|Q12746|PGA3_YEAST	PGA3	Plasma membrane-associated coenzyme Q6 reductase PGA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGA3 PE=1 SV=1	1638	4	C	464.1442765	488.6799803	444.6668946	494.4163094	482.3410648	467.5383574	462.3666724	478.6822049	585.6477132	471.5873088
sp|P43582|WWM1_YEAST	WWM1	WW domain-containing protein WWM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WWM1 PE=1 SV=1	1639	6	C	612.0259679	516.1009658	557.7433623	564.556642	505.3828698	498.5237414	601.095819	585.7185036	760.896069	608.8565203
sp|P06780|RHO1_YEAST	RHO1	GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO1 PE=1 SV=3	1640	9	C	765.9092464	753.2013835	736.7824374	772.6193634	758.6035732	749.8563843	732.5391629	822.5373808	599.2561873	695.9182384
sp|P32915|SC61A_YEAST	SEC61	Protein transport protein SEC61 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC61 PE=1 SV=1	1641	2	C	366.0065734	397.9547792	375.8800777	361.9701324	380.6960172	354.0196739	357.2446218	381.7900694	486.5270039	387.9426015
sp|P40070|LSM4_YEAST	LSM4	U6 snRNA-associated Sm-like protein LSm4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM4 PE=1 SV=1	1642	1	C	33.59852688	38.92582017	31.44800401	35.31070588	32.61392097	40.71348272	45.3564907	41.82304888	44.0038159	32.3397695
sp|Q03629|YMH9_YEAST	YML079W	Uncharacterized protein YML079W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML079W PE=1 SV=1	1643	2	C	474.422844	431.8936525	413.6856557	424.6839632	443.8338364	382.2526093	427.2992902	444.266053	401.1773692	420.7142379
sp|P39515|TIM17_YEAST	TIM17	Mitochondrial import inner membrane translocase subunit TIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM17 PE=1 SV=1	1644	1	C	52.20556372	64.58850114	52.21475132	54.33252595	62.39488294	67.64351005	55.08522045	62.46769437	69.54739543	56.94082496
sp|P12962|CAF20_YEAST	CAF20	Cap-associated protein CAF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAF20 PE=1 SV=2	1645	1	C	16.67142195	44.6510165	69.10106268	58.36756892	35.57429647	54.03397481	126.9140146	37.74339898	205.5338303	78.94897223
sp|P01097|ATIF_YEAST	INH1	"ATPase inhibitor, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INH1 PE=1 SV=2"	1646	1	C	147.8984027	123.088388	114.260394	128.3099994	129.0797816	107.6585319	122.2401218	119.1929562	172.3536182	123.9747261
sp|P53172|SDS23_YEAST	SDS23	Protein SDS23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDS23 PE=1 SV=2	1647	2	C	298.1631264	298.3522006	310.6260249	280.8474954	314.300256	305.0316489	276.095685	308.6305183	307.0696802	304.5671592
sp|P29295|HRR25_YEAST	HRR25	Casein kinase I homolog HRR25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRR25 PE=1 SV=1	1648	2	C	143.0331844	156.9706983	177.3647651	168.0271882	158.1464271	161.156742	153.8077009	170.9623067	175.7585337	147.8132117
sp|P53326|YG5L_YEAST	YGR266W	Uncharacterized protein YGR266W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR266W PE=1 SV=1	1649	3	C	222.9767313	220.4900557	212.0509025	239.7523469	211.6662603	227.9239581	232.2226302	241.0536208	215.262267	206.4361844
sp|P25367|RNQ1_YEAST	RNQ1	[PIN+] prion protein RNQ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNQ1 PE=1 SV=2	1651	3	C	164.7690234	186.3592718	160.5315953	164.2070564	159.5303663	155.1606671	172.6136481	169.0533683	160.7418492	166.3574164
sp|P49167|RL38_YEAST	RPL38	60S ribosomal protein L38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL38 PE=1 SV=1	1652	3	C	385.1454755	417.0498775	400.16808	400.5139294	374.4751513	386.5692066	367.6541672	433.1031487	467.2215429	427.1358289
sp|Q08746|RRS1_YEAST	RRS1	Regulator of ribosome biosynthesis OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRS1 PE=1 SV=1	1654	2	C	176.8925191	161.6401846	140.9232543	187.4645798	156.1567693	175.2309911	181.2874554	175.1345803	270.1757606	192.4941357
sp|P53093|YIP4_YEAST	YIP4	Protein YIP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIP4 PE=1 SV=2	1656	1	C	91.49818969	79.10380608	79.81964859	92.83230638	85.53930718	92.96408089	79.70926059	78.03088777	63.51252758	81.14300793
sp|Q05926|GLRX8_YEAST	GRX8	Glutaredoxin-8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX8 PE=1 SV=1	1657	3	C	345.7814365	316.0160504	292.5749022	319.1591424	330.5899662	326.5796249	359.1708321	354.1579167	85.67781927	311.8392104
sp|P38203|LSM2_YEAST	LSM2	U6 snRNA-associated Sm-like protein LSm2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM2 PE=1 SV=1	1658	1	C	68.09478513	74.56795005	83.45919607	71.06858784	70.26696873	78.11764281	91.01949499	74.17528885	86.91000338	83.87462551
sp|P08536|MET3_YEAST	MET3	Sulfate adenylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET3 PE=1 SV=2	1660	10	C	827.9037363	822.8588479	821.9981077	808.0118964	842.9170356	809.0108609	785.3810125	898.2606036	189.9458062	768.7676947
##sp|Q12019|MDN1_YEAST	##MDN1	####Midasin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDN1 PE=1 SV=1	1661	1	C	159.415835	162.7017529	150.2285345	160.3857753	177.2638036	184.494376	216.7885279	153.817902	151.8786265	162.6626076
sp|Q08689|NAT5_YEAST	NAT5	N-terminal acetyltransferase A complex subunit NAT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT5 PE=1 SV=1	1662	2	C	119.4067396	132.4364512	146.3825255	126.3436198	136.1249343	144.2116262	135.8925772	144.3645126	172.7369975	147.4680974
sp|P38828|LSM12_YEAST	LSM12	Protein LSM12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM12 PE=1 SV=1	1663	1	C	122.3457013	128.2416909	132.3105159	138.177524	151.0738308	125.3944747	140.535213	137.5636946	155.8354889	152.2797871
sp|P38230|QOR_YEAST	ZTA1	Probable quinone oxidoreductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZTA1 PE=1 SV=1	1665	1	C	41.73971825	36.32694748	35.75347249	34.96052713	35.50098297	35.95080956	33.22898439	35.70519585	51.23842235	46.12329318
sp|P38604|ERG7_YEAST	ERG7	Lanosterol synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG7 PE=1 SV=6	1666	3	C	187.9721151	201.2606199	197.8608006	198.727303	201.343563	211.4082367	220.6653681	208.1607752	226.0334358	246.3992822
sp|P32472|FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FPR2 PE=1 SV=1	1667	2	C	136.3330647	127.0033629	159.1415077	140.3967402	153.2996992	150.2385929	165.7371163	144.1903175	143.7679909	134.8164348
